Fecha de Scraping,Título,Descripción
2024-06-23 16:19:43,"Casa en Venta, JUNIN, Cali",$780.000.000 | 260 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, CAMINO DE ARRAYANES, Bogotá D.C.",$780.000.000 | 260 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, ACEVEDO TEJADA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, LA SOLEDAD TEUSAQUILLO, Bogotá D.C.",$1.600.000.000 | 362 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO, Medellín",$1.600.000.000 | 362 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, HACIENDA SAN SIMON, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, CONDOMINIO CABO VERDE MAIO, Ricaurte",$3.200.000.000 | 550 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, HACIENDA SAN SIMON, Bogotá D.C.",$3.200.000.000 | 550 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, el porvenir de la estancia, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, La Pradera, Dos Quebradas",$4.200.000.000 | 305 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, EL TRONCAL, Cali",$4.200.000.000 | 305 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",
2024-06-23 16:19:43,"Apartamento en Venta, Antiguo Country, Bogotá D.C.",$1.400.000.000 | 320 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$1.400.000.000 | 320 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, SUBA PINAR, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, san jose de bavaria, Bogotá D.C.",$970.000.000 | 179 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, LA FLORA, Cali",$970.000.000 | 179 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, Chía",
2024-06-23 16:19:43,"Casa en Venta, Alfonso Lopez, Bogotá D.C.",$2.500.000.000 | 480 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, VILLA DEL RIO, Bogotá D.C.",$2.500.000.000 | 480 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, SAN LUIS GALERIAS, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, BULEVAR NIZA, Bogotá D.C.",$3.500.000.000 | 700 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$3.500.000.000 | 700 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, EL CANEY, Cali",
2024-06-23 16:19:43,"Casa en Venta, La Castellana, Bogotá D.C.",$1.700.000.000 | 450 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, PAMPALINDA, Cali",$1.700.000.000 | 450 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, PROVENZA, Bucaramanga",
2024-06-23 16:19:43,"Casa en Venta, PAMPALINDA, Cali",$3.000.000.000 | 450 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, LA VEGA CUNDINAMARTCA, La Vega",$3.000.000.000 | 450 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, ALAMEDA NORTE, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, USAQUEN, Bogotá D.C.",$250.000.000 | 104.4 m² | 4 | 2
2024-06-23 16:19:43,"Casa en Venta, GUAYMARAL SAN SIMON, Bogotá D.C.",$250.000.000 | 104.4 m² | 4 | 2
2024-06-23 16:19:43,"Casa en Venta, Sopo (Incluye Yerbabuena)",
2024-06-23 16:19:43,"Casa en Venta, COLINA  DELMONTE, Bogotá D.C.",$550.000.000 | 144 m² | 5 | 2
2024-06-23 16:19:43,"Casa en Venta, MARANTA III SECTOR, Bogotá D.C.",$550.000.000 | 144 m² | 5 | 2
2024-06-23 16:19:43,"Casa en Venta, San Jose De Bavaria, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, VILLA GLADIS, Bogotá D.C.",$649.000.000 | 135 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, bogota| san jose de bavaria, Bogotá D.C.",$649.000.000 | 135 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$1.515.000.000 | 300 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, SAN SIMON, Bogotá D.C.",$1.515.000.000 | 300 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, verda alto de las Mercedes, La Calera",
2024-06-23 16:19:43,"Casa en Venta, LOMA  DE  LOS BENEDICTINOS, Envigado",$1.800.000.000 | 260 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, SAN LUCAS EL POBLADO, Medellín",$1.800.000.000 | 260 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, La Estrella",
2024-06-23 16:19:43,"Casa en Venta, VALLE DEL LILI, Cali",$2.400.000.000 | 550 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, Arriba de Ëxito, Fusagasuga",$2.400.000.000 | 550 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, El vergel, Fusagasuga",
2024-06-23 16:19:43,"Casa en Venta, ALTOS DE RIOMAR, Barranquilla",$1.280.000.000 | 360 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, VEREDA TIQUIZA, Chía",$1.280.000.000 | 360 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, PUEBLO VIEJO, Cota (Incluye Siberia)",
2024-06-23 16:19:43,"Casa en Venta, MILENTA, Bogotá D.C.",64 | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, SANTA RITA, Cali",67 | 2 | 2
2024-06-23 16:19:43,"Casa en Venta, CHIA   SAN JACINTO, Bogotá D.C.",169 | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Loma del Escobero, Medellín",$800.000.000 | 343 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, LAURELES CAMPESTRE, Medellín",$800.000.000 | 343 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE BAVARIA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE BAVARIA, Bogotá D.C.",$249.000.000 | 100 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, SAN LUCAS, Medellín",$249.000.000 | 100 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, SANTA BARBARA CENTRAL USAQUEN, Bogotá D…",
2024-06-23 16:19:43,"Casa en Venta, CAPRI, Cali",$2.000.000.000 | 415 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, Palo de Agua, Cota (Incluye Siberia)",$2.000.000.000 | 415 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, Parcelación Aposentos, Sopo (Incluye Yerbabuena)",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$1.880.000.000 | 450 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$1.880.000.000 | 450 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, HACIENDA SAN SIMON, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, CAMINO REAL   LOS FUNDADORES, Cali",$1.630.000.000 | 345 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, LA  SELVA, Cali",$1.630.000.000 | 345 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, LA FLORA, Cali",
2024-06-23 16:19:43,"Casa en Venta, COLINA CAMPESTRE, Bogotá D.C.",$529.900.000 | 165 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, COTA, Cota (Incluye Siberia)",$529.900.000 | 165 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, HACIENDA SAN SIMON, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Fusagasuga",$670.000.000 | 150 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, EL RECREO, Barranquilla",$670.000.000 | 150 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, Fusagasuga",
2024-06-23 16:19:43,"Casa en Venta, Villa Diana conjunto Guicali, Funza",$1.290.000.000 | 253 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$1.290.000.000 | 253 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, EL REFUGIO, Cali",
2024-06-23 16:19:43,"Casa en Venta, Santa ana oriental, Bogotá D.C.",$500.000.000 | 100 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, la pampa, Fusagasuga",$500.000.000 | 100 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, EL INGENIO I, Cali",
2024-06-23 16:19:43,"Casa en Venta, LA TEBAIDA, Armenia",$1.490.000.000 | 244 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, SANTA ANA ORIENTAL, Bogotá D.C.",$1.490.000.000 | 244 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Norte De Armenia, Armenia",
2024-06-23 16:19:43,"Casa en Venta, Norte Armenia, Armenia",$1.550.000.000 | 340.4 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, HACIENDA SAN SIMON, Bogotá D.C.",$1.550.000.000 | 340.4 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO, Medellín",
2024-06-23 16:19:43,"Casa en Venta, El Escobero, Envigado",$2.800.000.000 | 592.85 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",$2.800.000.000 | 592.85 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO, Medellín",$350.000.000 | 90 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, Tienda campesina, Chía",$350.000.000 | 90 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, centro, Retiro",
2024-06-23 16:19:43,"Casa en Venta, QUINTAS DE SANTA CLARA, Bogotá D.C.",$1.750.000.000 | 224 m² | 3 | 5
2024-06-23 16:19:43,"Casa en Venta, EL VERGEL ORIENTAL, Bogotá D.C.",$1.750.000.000 | 224 m² | 3 | 5
2024-06-23 16:19:43,"Casa en Venta, Vereda Rio Frio, Tabio",
2024-06-23 16:19:43,"Casa en Venta, MALIBU, Bogotá D.C.",$380.000.000 | 163 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, VEREDA FAGUA, Chía",$380.000.000 | 163 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, CONDOMINIO CERROS DEL VIRREY , Sopo (Incluy…",
2024-06-23 16:19:43,"Casa en Venta, CEDRITIOS, Bogotá D.C.",$1.300.000.000 | 289 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, MALIBU, Bogotá D.C.",$1.300.000.000 | 289 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, HACIENDA IBERIA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Sopo Vía la Calera, Sopo (Incluye Yerbabuena)",$1.300.000.000 | 350 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, PASADENA, Bogotá D.C.",$1.300.000.000 | 350 m² | 5 | 4
2024-06-23 16:19:43,"Casa en Venta, PASADENA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Alfaguara   Guaduales de las mercedes, Jamundi",$3.500.000.000 | 825 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, GUAYMARAL, Bogotá D.C.",$3.500.000.000 | 825 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, HACIENDA SAN SIMON, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Abadia, Envigado",$2.000.000.000 | 350 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, La Calera, La Calera",$2.000.000.000 | 350 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, BAHIA SOLERO TORROSA, Ricaurte",
2024-06-23 16:19:43,"Casa en Venta, Valle de San José, San Gil",$2.000.000.000 | 420 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, CONJUNTO RESIDENCIAL VILLANUEVA, Girardot",$2.000.000.000 | 420 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, Colinas de Miravalle, Jamundi",
2024-06-23 16:19:43,"Casa en Venta, TERRAZAS, Bucaramanga",$1.150.000.000 | 245 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, Kennedy Ciudad Tintal NID 17554267206, Bogotá …",$1.150.000.000 | 245 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, EL VIRREY ULTIMA ETAPA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, LA ESMERALDA, Bogotá D.C.",$660.000.000 | 137 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, Centro, Cota (Incluye Siberia)",$660.000.000 | 137 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",
2024-06-23 16:19:43,"Casa en Venta, EL RETIRO, Retiro",$1.170.000.000 | 175 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, LA VICTORIA, Bogotá D.C.",$1.170.000.000 | 175 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, GIRARDOT KM 12 VIA MELGAR GIRARDOT CONDO…",
2024-06-23 16:19:43,"Casa en Venta, SAN SIMON, Bogotá D.C.",$450.000.000 | 215 m² | 5 | 3
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$450.000.000 | 215 m² | 5 | 3
2024-06-23 16:19:43,"Casa en Venta, SANTA BARBARA, La Mesa",
2024-06-23 16:19:43,"Casa en Venta, VALLADOLID, Bogotá D.C.",$1.600.000.000 | 300 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, CANTABRIA CANTALEJO, Bogotá D.C.",$1.600.000.000 | 300 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, Sindamanoy, Chía",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE BAVARIA, Bogotá D.C.",$1.380.000.000 | 300 m² | 3 | 5
2024-06-23 16:19:43,"Casa en Venta, PUEBLO VIEJO, Cota (Incluye Siberia)",$1.380.000.000 | 300 m² | 3 | 5
2024-06-23 16:19:43,"Casa en Venta, Alcaparros, Madrid",
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO, Medellín",$1.750.000.000 | 450 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, LA CUMBRE, Barranquilla",$1.750.000.000 | 450 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, CAFAM FLORESTA, Bogotá D.C.",$2.600.000.000 | 640 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, Nicolas de Federman, Bogotá D.C.",$2.600.000.000 | 640 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",
2024-06-23 16:19:43,"Casa en Venta, NIZA, Bogotá D.C.",$3.300.000.000 | 474.11 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, La Palma, Fusagasuga",$3.300.000.000 | 474.11 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, POTOSI PONTEVEDRA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, RINCON DE TORCA, Bogotá D.C.",$370.000.000 | 225 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, Tabio",$370.000.000 | 225 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, ENVIGADO, Envigado",
2024-06-23 16:19:43,"Casa en Venta, san jose de bavaria, Bogotá D.C.",$1.600.000.000 | 480 m² | 2 | 2
2024-06-23 16:19:43,"Casa en Venta, PRADO VERANIEGO, Bogotá D.C.",$1.600.000.000 | 480 m² | 2 | 2
2024-06-23 16:19:43,"Casa en Venta, SIERRAS DEL MORAL, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, FLORA, Cali",$2.600.000.000 | 480 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, El Escobero, Envigado",$2.600.000.000 | 480 m² | 5 | 5
2024-06-23 16:19:43,"Casa en Venta, EL POBLADO, Medellín",
2024-06-23 16:19:43,"Casa en Venta, DELMONTE SAN JOSE DE BAVARIA, Bogotá D.C.",$1.300.000.000 | 330 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, CONJUNTO VILLA MERCEDES, Chía",$1.300.000.000 | 330 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, cajica km 4 5, Cajicá",
2024-06-23 16:19:43,"Casa en Venta, Vereda San Diego, La Calera",$170.000.000 | 72 m² | 3 | 1
2024-06-23 16:19:43,"Casa en Venta, Flandes, Girardot",$170.000.000 | 72 m² | 3 | 1
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE BAVARIA, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, BALCON  DE LINDARAJA, Bogotá D.C.",$130.000.000 | 75 m² | 4 | 2
2024-06-23 16:19:43,"Casa en Venta, la flora, Cali",$130.000.000 | 75 m² | 4 | 2
2024-06-23 16:19:43,"Casa en Venta, Los Colorados, Los Patios",
2024-06-23 16:19:43,"Casa en Venta, CHIA VEREDA BOJACA, Chía",$3.900.000.000 | 750 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, Vittare, Cajicá",$3.900.000.000 | 750 m² | 4 | 5
2024-06-23 16:19:43,"Apartamento en Venta, El Laguito, Cartagena de Indias",
2024-06-23 16:19:43,"Casa en Venta, SAN JOSE DE BAVARIA, Bogotá D.C.",$950.000.000 | 402 m² | 5 | 5
2024-06-23 16:19:43,"Apartamento en Venta, Pance, Cali",$950.000.000 | 402 m² | 5 | 5
2024-06-23 16:19:43,"Apartamento en Venta, Bellavista, Barranquilla",
2024-06-23 16:19:43,"Apartamento en Venta, Villa Campestre, Barranquilla",$1.780.000.000 | 224 m² | 3 | 5
2024-06-23 16:19:43,"Casa en Venta, Comuna Cuba/Cuba, Pereira",$1.780.000.000 | 224 m² | 3 | 5
2024-06-23 16:19:43,"Apartamento en Venta, Rosales, Bogotá D.C.",
2024-06-23 16:19:43,"Apartamento en Venta, Chico Navarra, Bogotá D.C.",$1.348.000.000 | 200 m² | 3 | 3
2024-06-23 16:19:43,"Apartamento en Venta, El Molino, Cajicá",$1.348.000.000 | 200 m² | 3 | 3
2024-06-23 16:19:43,"Apartamento en Venta, Alameda Del Rio, Barranquilla",
2024-06-23 16:19:43,"Apartamento en Venta, Santa Barbara Usaquen, Bogotá D.C.",$1.860.000.000 | 260 m² | 4 | 5
2024-06-23 16:19:43,"Apartamento en Venta, La Castellana, Barranquilla",$1.860.000.000 | 260 m² | 4 | 5
2024-06-23 16:19:43,"Apartamento en Venta, Alto Prado, Barranquilla",
2024-06-23 16:19:43,"Apartamento en Venta, Alto Prado, Barranquilla",$390.000.000 | 125 m² | 4 | 2
2024-06-23 16:19:43,"Apartamento en Venta, El Chico, Bogotá D.C.",$390.000.000 | 125 m² | 4 | 2
2024-06-23 16:19:43,"Apartamento en Venta, El Chico, Bogotá D.C.",
2024-06-23 16:19:43,"Apartamento en Venta, Altos Del Limon, Barranquilla",$1.398.000.000 | 180 m² | 3 | 3
2024-06-23 16:19:43,"Apartamento en Venta, Alameda Del Rio, Barranquilla",$1.398.000.000 | 180 m² | 3 | 3
2024-06-23 16:19:43,"Apartamento en Venta, Loma Del Atravesado, Envigado",
2024-06-23 16:19:43,"Apartamento en Venta, Alto Prado, Barranquilla",$550.000.001 | 350 m² | 4 | 3
2024-06-23 16:19:43,"Apartamento en Venta, La Cabrera, Bogotá D.C.",$550.000.001 | 350 m² | 4 | 3
2024-06-23 16:19:43,"Apartamento en Venta, Chapinero Alto, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Frailes, Dos Quebradas",$1.100.000.000 | 139 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, San Nicolas, Pereira",$1.100.000.000 | 139 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, Comuna Universidad/Los Alamos, Pereira",
2024-06-23 16:19:43,"Casa en Venta, Chipre, Manizales",$2.500.000.000 | 400 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Comuna San Joaquin/Santa Clara De Las Villas *…",$2.500.000.000 | 400 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, La Sultana, Manizales",
2024-06-23 16:19:43,"Casa en Venta, Comuna 8/Mirardor, Dos Quebradas",$420.000.000 | 148 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, Comuna 6/Buenos Aires, Dos Quebradas",$420.000.000 | 148 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, La Sultana, Manizales",
2024-06-23 16:19:43,"Casa en Venta, Santa Monica, Dos Quebradas",$800.000.000 | 173 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, Comuna 11/Los Naranjos, Dos Quebradas",$800.000.000 | 173 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, Comuna 9/La Mariana Giraldo, Dos Quebradas",
2024-06-23 16:19:43,"Casa en Venta, Comuna 10/Bosques De La Acuarela Et iv, Dos Q…",$1.400.000.000 | 350 m² | 3 | 3
2024-06-23 16:19:43,"Apartamento en Venta, Profesionales, Armenia",$1.400.000.000 | 350 m² | 3 | 3
2024-06-23 16:19:43,"Apartamento en Venta, ROSALES EMAUS, Bogotá D.C.",
2024-06-23 16:19:43,"Casa en Venta, Corales, Pereira",$1.500.000.000 | 165 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, La Francia, Manizales",$1.500.000.000 | 165 m² | 3 | 2
2024-06-23 16:19:43,"Apartamento en Venta, La Campiña, Barranquilla",
2024-06-23 16:19:43,"Apartamento en Venta, EL REFUGIO, Bogotá D.C.",$1.200.000.000 | 190 m² | 3 | 4
2024-06-23 16:19:43,"Apartamento en Venta, LOS ROSALES, Bogotá D.C.",$1.200.000.000 | 190 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, La Macarena, Dos Quebradas",
2024-06-23 16:19:43,"Casa en Venta, Comuna Centro/Sector 30 De Agosto, Pereira",400 | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, Dosquebradas/La Pradera, Dos Quebradas",31 | 1 | 1
2024-06-23 16:19:43,"Casa en Venta, Comuna Cuba/Cuba, Pereira",93 | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, Corales, Pereira",$1.150.000.000 | 178 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, Belen, Manizales",$1.150.000.000 | 178 m² | 3 | 3
2024-06-23 16:19:43,"Apartamento en Venta, barranquilla, Barranquilla",
2024-06-23 16:19:43,"Apartamento en Venta, EL POBLADO, Medellín",$1.450.000.000 | 265 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Centro, Pereira",$1.450.000.000 | 265 m² | 3 | 4
2024-06-23 16:19:43,"Apartamento en Venta, Bocagrande, Cartagena de Indias",
2024-06-23 16:19:43,"Casa en Venta, Comuna 4/Santa Isabel I Etapa, Dos Quebradas",$1.900.000.000 | 500 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, Belmonte Bajo, Pereira",$1.900.000.000 | 500 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, Corales, Pereira",
2024-06-23 16:19:43,"Casa en Venta, Villa Pilar, Manizales",$1.950.000.000 | 480 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, Dosquebradas, Dos Quebradas",$1.950.000.000 | 480 m² | 4 | 4
2024-06-23 16:19:43,"Casa en Venta, Avenida 30 De Agosto, Pereira",
2024-06-23 16:19:43,"Casa en Venta, Via Cerritos, Pereira",$2.000.000.000 | 480 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, Armenia, Armenia",$2.000.000.000 | 480 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, Comuna Cuba / Naranjito, Pereira",
2024-06-23 16:19:43,"Apartamento en Venta, Ciudadela La Felicidad, Bogotá D.C.",$1.120.000.000 | 182 m² | 3 | 4
2024-06-23 16:19:43,"Apartamento en Venta, CUARTO DE LEGUA, Cali",$1.120.000.000 | 182 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Combia, Pereira",
2024-06-23 16:19:43,"Casa en Venta, Galicia, Pereira",$1.100.000.000 | 340 m² | 4 | 3
2024-06-23 16:19:43,"Apartamento en Venta y Arriendo, EL POBLADO, Medellín",$1.100.000.000 | 340 m² | 4 | 3
2024-06-23 16:19:43,"Casa en Venta, Santa Monica, Dos Quebradas",
2024-06-23 16:19:43,"Apartamento en Venta, ALTOS DE SUBA, Bogotá D.C.",$1.000.000.000 | 585 m² | 5 | 5
2024-06-23 16:19:43,"Apartamento en Venta, La Frontera Suroriente, Medellín",$1.000.000.000 | 585 m² | 5 | 5
2024-06-23 16:19:43,"Apartamento en Venta, QUINTA PAREDES, Bogotá D.C.",
2024-06-23 16:19:43,"Apartamento en Venta, CHAPINERO, Bogotá D.C.",$1.475.000.000 | 230 m² | 3 | 4
2024-06-23 16:19:43,"Apartamento en Venta, CAMINO VERDE, Bogotá D.C.",$1.475.000.000 | 230 m² | 3 | 4
2024-06-23 16:19:43,"Apartamento en Venta, RESERVA DE ARANJUEZ, Bogotá D.C.",
2024-06-23 16:19:43,"Apartamento en Venta, topacio, Flandes",$900.000.000 | 300 m² | 5 | 3
2024-06-23 16:19:43,"Apartamento en Venta, SANTA ANA PORTAL AMERICAS, Bogotá…",$900.000.000 | 300 m² | 5 | 3
2024-06-23 16:19:43,"Apartamento en Venta, LOS ROSALES EMAUS, Bogotá D.C.",
2024-06-23 16:19:43,"Apartamento en Venta, La Vegas, Envigado",$400.000.000 | 221 m² | 4 | 5
2024-06-23 16:19:43,"Apartamento en Venta, El Castillo Chapinero, Bogotá D.C.",$400.000.000 | 221 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, Otro, Villamaria",
2024-06-23 16:19:43,"Apartamento en Venta, CAMINO REAL, Cali",$2.800.000.000 | 524 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, Otro, Manizales",$2.800.000.000 | 524 m² | 4 | 5
2024-06-23 16:19:43,"Casa en Venta, Comuna 9/Camilo Torres, Dos Quebradas",
2024-06-23 16:19:43,"Casa en Venta, Manizales, Manizales",$330.000.000 | 150 m² | 3 | 3
2024-06-23 16:19:43,"Apartamento en Venta, CIUDAD PACIFICA, Cali",$330.000.000 | 150 m² | 3 | 3
2024-06-23 16:19:43,"Casa en Venta, La Enea, Manizales",
2024-06-23 16:19:43,"Apartamento en Venta, el refugio, Cali",$700.000.000 | 190 m² | 3 | 4
2024-06-23 16:19:43,"Apartamento en Venta, PUEBLO VIEJO, La Estrella",$700.000.000 | 190 m² | 3 | 4
2024-06-23 16:19:43,"Casa en Venta, Comuna 10/El Bosque, Dos Quebradas",
2024-06-23 16:19:43,"Casa en Venta, Comuna Cuba/Cuba, Pereira",$190.000.000 | 70 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, Cerro De Oro, Manizales",$190.000.000 | 70 m² | 3 | 2
2024-06-23 16:19:43,"Casa en Venta, La Florida, Villamaria",
